epoch,accuracy,loss,val_accuracy,val_loss
0,0.07924600690603256,3.8029580116271973,0.14769230782985687,3.128225803375244
1,0.19330640137195587,2.9501733779907227,0.35846152901649475,2.229109525680542
2,0.3306404948234558,2.32537841796875,0.48846152424812317,1.7484508752822876
3,0.4252741038799286,1.9639248847961426,0.5584615468978882,1.6179046630859375
4,0.5043277740478516,1.680873155593872,0.626153826713562,1.207944393157959
5,0.5504904985427856,1.482428789138794,0.6684615612030029,1.08267080783844
6,0.5879976749420166,1.3404783010482788,0.6992307901382446,1.010352373123169
7,0.635506808757782,1.1913710832595825,0.7307692170143127,0.9197548031806946
8,0.6489709615707397,1.1340652704238892,0.7015384435653687,1.027953028678894
9,0.6747451424598694,1.0509766340255737,0.7684615254402161,0.8012921810150146
10,0.690132737159729,1.0142971277236938,0.7907692193984985,0.8420454263687134
11,0.724562406539917,0.9208711981773376,0.7599999904632568,0.9465441703796387
12,0.7355260848999023,0.8520262837409973,0.7976922988891602,0.7493289113044739
13,0.7407193779945374,0.8264430165290833,0.7776923179626465,0.793649435043335
14,0.7553375363349915,0.7995075583457947,0.7915384769439697,0.7226738333702087
15,0.7641854286193848,0.7646909356117249,0.823846161365509,0.6556905508041382
16,0.7736102938652039,0.7236100435256958,0.8192307949066162,0.6618146896362305
17,0.7784188985824585,0.7224478721618652,0.8453845977783203,0.5949478149414062
18,0.7934218049049377,0.6769641637802124,0.8323076963424683,0.664306104183197
19,0.7970763444900513,0.651963472366333,0.8384615182876587,0.6009314656257629
20,0.8034237623214722,0.6223068237304688,0.8399999737739563,0.6308756470680237
21,0.8047701716423035,0.6342943906784058,0.8461538553237915,0.5769168138504028
22,0.8245816230773926,0.5626600384712219,0.8446153998374939,0.6343737840652466
23,0.8153491020202637,0.6019335985183716,0.8453845977783203,0.6220184564590454
24,0.826312780380249,0.5551782250404358,0.8484615087509155,0.5829738974571228
25,0.8320831060409546,0.5157658457756042,0.8415384888648987,0.6197679042816162
26,0.8247739672660828,0.5484891533851624,0.8515384793281555,0.6009318232536316
27,0.842854380607605,0.5161259174346924,0.8553845882415771,0.594700813293457
28,0.8561261892318726,0.46053510904312134,0.8607692122459412,0.6287567615509033
29,0.8443931341171265,0.49120378494262695,0.8769230842590332,0.5732095837593079
30,0.8515099287033081,0.4805903732776642,0.8561538457870483,0.6191566586494446
31,0.8505482077598572,0.463517963886261,0.8538461327552795,0.6051709651947021
32,0.8617041707038879,0.44029542803764343,0.8507692217826843,0.6508736610412598
33,0.8597807288169861,0.44433969259262085,0.870769202709198,0.5977683067321777
34,0.8597807288169861,0.4449237287044525,0.8623076677322388,0.6419410109519958
35,0.858626663684845,0.43417835235595703,0.8653846383094788,0.617282509803772
36,0.8717060685157776,0.4169069230556488,0.8515384793281555,0.6463544368743896
37,0.8751683235168457,0.3958764970302582,0.8769230842590332,0.5636507272720337
38,0.8717060685157776,0.4059530794620514,0.8961538672447205,0.5361897349357605
39,0.8782458305358887,0.39270809292793274,0.8623076677322388,0.6330145001411438
40,0.8768994212150574,0.3986700475215912,0.8784615397453308,0.5689228773117065
41,0.881708025932312,0.3832731246948242,0.86307692527771,0.6439008712768555
42,0.87959223985672,0.39393097162246704,0.8523076772689819,0.7260757684707642
43,0.8807463049888611,0.3736134469509125,0.873846173286438,0.6481521129608154
44,0.87959223985672,0.37883979082107544,0.8538461327552795,0.6965800523757935
45,0.8861319422721863,0.3604286313056946,0.8915384411811829,0.5758813619613647
46,0.8894017934799194,0.34919485449790955,0.8899999856948853,0.5439512133598328
47,0.89536452293396,0.3356333076953888,0.8861538171768188,0.5718815922737122
48,0.8805539608001709,0.38397595286369324,0.8799999952316284,0.5875808000564575
