epoch,accuracy,loss,val_accuracy,val_loss
0,0.053471822291612625,4.283884048461914,0.09923076629638672,3.9274332523345947
1,0.11271398514509201,3.685386896133423,0.19538462162017822,3.5986649990081787
2,0.17561069130897522,3.340993642807007,0.20000000298023224,3.4552035331726074
3,0.22138872742652893,3.072833299636841,0.2738461494445801,2.96970796585083
4,0.26697441935539246,2.8056416511535645,0.33307692408561707,2.614496946334839
5,0.31544527411460876,2.5931618213653564,0.3061538338661194,2.7383217811584473
6,0.35506829619407654,2.3857250213623047,0.3784615397453308,2.5096869468688965
7,0.40854009985923767,2.1828160285949707,0.3661538362503052,2.518972635269165
8,0.44181573390960693,2.058002471923828,0.2830769121646881,3.4980790615081787
9,0.48355454206466675,1.8925700187683105,0.4723076820373535,2.0724501609802246
10,0.5183688998222351,1.7297332286834717,0.5823076963424683,1.4867817163467407
11,0.5460665225982666,1.636426329612732,0.6069231033325195,1.4308826923370361
12,0.5876129865646362,1.4800705909729004,0.5246154069900513,1.7115817070007324
13,0.6026158928871155,1.4155694246292114,0.6515384912490845,1.209247350692749
14,0.6306982040405273,1.2904181480407715,0.5899999737739563,1.5875720977783203
15,0.661665678024292,1.2177798748016357,0.7161538600921631,1.0715844631195068
16,0.6843623518943787,1.1298478841781616,0.7184615135192871,1.0181119441986084
17,0.7028274536132812,1.057517409324646,0.6453846096992493,1.3272989988327026
18,0.7095595598220825,1.0346403121948242,0.6930769085884094,1.1492594480514526
19,0.72763991355896,0.9718004465103149,0.6992307901382446,1.1286855936050415
20,0.7397576570510864,0.9180870056152344,0.7300000190734863,1.0186444520950317
21,0.7586074471473694,0.869379997253418,0.6800000071525574,1.193968653678894
22,0.7670705914497375,0.8054966330528259,0.7615384459495544,0.8862382769584656
23,0.7774571776390076,0.7887000441551208,0.7469230890274048,0.9804511070251465
24,0.7772648334503174,0.7738499641418457,0.8146153688430786,0.7397902011871338
25,0.7899596095085144,0.7358154058456421,0.7961538434028625,0.7679169774055481
26,0.7997691631317139,0.7040680646896362,0.7946153879165649,0.7708033323287964
27,0.810540497303009,0.6674256920814514,0.8423076868057251,0.6059199571609497
28,0.810540497303009,0.6530846953392029,0.7053846120834351,1.1454403400421143
29,0.8099634647369385,0.6450318098068237,0.8353846073150635,0.6429033875465393
30,0.818811297416687,0.6227620840072632,0.8246153593063354,0.6720193028450012
31,0.8205423951148987,0.6077785491943359,0.8253846168518066,0.6610956788063049
32,0.8332371711730957,0.5747186541557312,0.7938461303710938,0.7924416065216064
33,0.834583580493927,0.5587244033813477,0.8407692313194275,0.6243568062782288
34,0.8374687433242798,0.5473296642303467,0.8500000238418579,0.613353431224823
35,0.8430467247962952,0.5307104587554932,0.823846161365509,0.6514979600906372
36,0.8520869612693787,0.5101515650749207,0.7561538219451904,0.9811824560165405
37,0.8443931341171265,0.497008740901947,0.8361538648605347,0.6407361030578613
38,0.8582419753074646,0.48386314511299133,0.8276923298835754,0.6714755296707153
39,0.8605501055717468,0.4703075885772705,0.8153846263885498,0.716812014579773
40,0.8682438731193542,0.4407488703727722,0.8315384387969971,0.6688206791877747
41,0.8695902824401855,0.4415947496891022,0.8384615182876587,0.6282446980476379
42,0.8682438731193542,0.44138699769973755,0.8376923203468323,0.6685353517532349
43,0.8793998956680298,0.4093913435935974,0.8646153807640076,0.5573329329490662
44,0.8713213801383972,0.4264608323574066,0.8753846287727356,0.5280261635780334
45,0.8826697468757629,0.4038691222667694,0.8584615588188171,0.5733674168586731
46,0.8867089748382568,0.37870389223098755,0.8530769348144531,0.5904582142829895
47,0.8792075514793396,0.39265894889831543,0.8530769348144531,0.5721052289009094
48,0.8928639888763428,0.36205971240997314,0.86307692527771,0.5778393745422363
49,0.8888247609138489,0.372569739818573,0.8669230937957764,0.546597957611084
50,0.8922869563102722,0.3506438732147217,0.8892307877540588,0.47948744893074036
51,0.8909405469894409,0.3551221787929535,0.8484615087509155,0.6347648501396179
52,0.8944027423858643,0.35243651270866394,0.8638461828231812,0.5664019584655762
53,0.9019042253494263,0.33662059903144836,0.8515384793281555,0.637252151966095
54,0.8884400725364685,0.34923699498176575,0.8700000047683716,0.5737032294273376
55,0.895172119140625,0.342345267534256,0.8546153903007507,0.6049044132232666
56,0.9049817323684692,0.3007039427757263,0.739230751991272,1.188989281654358
57,0.90575110912323,0.3065718412399292,0.8661538362503052,0.5217841267585754
58,0.9095979928970337,0.29747113585472107,0.8700000047683716,0.561053454875946
59,0.9044046998023987,0.3059747815132141,0.8700000047683716,0.548749566078186
60,0.9059434533119202,0.2984403967857361,0.8615384697914124,0.5790093541145325
